G,Date,Age,Tm,At,Opp,Point_Dif,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player,Pos
53,2023-02-01,26-155,PHO,,ATL,L (-32),1,30.0,6,18,0.333,1,7,0.143,10,10,1.0,1,4,5,7,0,0,2,1,23,17.2,-18.0,bridgmi01,SF
53,2023-02-01,26-155,PHO,,ATL,L (-32),1,30.0,6,18,0.333,1,7,0.143,10,10,1.0,1,4,5,7,0,0,2,1,23,17.2,-18.0,bridgmi01,SF
53,2023-02-01,26-155,PHO,,ATL,L (-32),1,30.0,6,18,0.333,1,7,0.143,10,10,1.0,1,4,5,7,0,0,2,1,23,17.2,-18.0,bridgmi01,SG
54,2023-02-03,26-157,PHO,@,BOS,W (+12),1,38.2,9,20,0.45,0,3,0.0,7,7,1.0,0,2,2,3,0,0,0,4,25,15.7,-10.0,bridgmi01,SF
54,2023-02-03,26-157,PHO,@,BOS,W (+12),1,38.2,9,20,0.45,0,3,0.0,7,7,1.0,0,2,2,3,0,0,0,4,25,15.7,-10.0,bridgmi01,SF
54,2023-02-03,26-157,PHO,@,BOS,W (+12),1,38.2,9,20,0.45,0,3,0.0,7,7,1.0,0,2,2,3,0,0,0,4,25,15.7,-10.0,bridgmi01,SG
55,2023-02-04,26-158,PHO,@,DET,W (+16),1,34.8,9,15,0.6,3,7,0.429,3,5,0.6,1,1,2,3,2,1,4,2,24,17.3,20.0,bridgmi01,SF
55,2023-02-04,26-158,PHO,@,DET,W (+16),1,34.8,9,15,0.6,3,7,0.429,3,5,0.6,1,1,2,3,2,1,4,2,24,17.3,20.0,bridgmi01,SF
55,2023-02-04,26-158,PHO,@,DET,W (+16),1,34.8,9,15,0.6,3,7,0.429,3,5,0.6,1,1,2,3,2,1,4,2,24,17.3,20.0,bridgmi01,SG
56,2023-02-07,26-161,PHO,@,BKN,W (+4),1,37.2,8,18,0.444,2,6,0.333,3,3,1.0,3,5,8,2,1,0,1,2,21,15.8,0.0,bridgmi01,SF
56,2023-02-07,26-161,PHO,@,BKN,W (+4),1,37.2,8,18,0.444,2,6,0.333,3,3,1.0,3,5,8,2,1,0,1,2,21,15.8,0.0,bridgmi01,SF
56,2023-02-07,26-161,PHO,@,BKN,W (+4),1,37.2,8,18,0.444,2,6,0.333,3,3,1.0,3,5,8,2,1,0,1,2,21,15.8,0.0,bridgmi01,SG
57,2023-02-11,26-165,BKN,,PHI,L (-3),1,34.2,8,18,0.444,3,5,0.6,4,4,1.0,3,3,6,1,2,0,1,2,23,17.5,-8.0,bridgmi01,SF
57,2023-02-11,26-165,BKN,,PHI,L (-3),1,34.2,8,18,0.444,3,5,0.6,4,4,1.0,3,3,6,1,2,0,1,2,23,17.5,-8.0,bridgmi01,SF
57,2023-02-11,26-165,BKN,,PHI,L (-3),1,34.2,8,18,0.444,3,5,0.6,4,4,1.0,3,3,6,1,2,0,1,2,23,17.5,-8.0,bridgmi01,SG
58,2023-02-13,26-167,BKN,@,NYK,L (-18),1,28.6,2,8,0.25,1,3,0.333,2,4,0.5,1,4,5,3,0,1,3,2,7,2.3,-9.0,bridgmi01,SF
58,2023-02-13,26-167,BKN,@,NYK,L (-18),1,28.6,2,8,0.25,1,3,0.333,2,4,0.5,1,4,5,3,0,1,3,2,7,2.3,-9.0,bridgmi01,SF
58,2023-02-13,26-167,BKN,@,NYK,L (-18),1,28.6,2,8,0.25,1,3,0.333,2,4,0.5,1,4,5,3,0,1,3,2,7,2.3,-9.0,bridgmi01,SG
59,2023-02-15,26-169,BKN,,MIA,W (+11),1,36.0,17,24,0.708,4,6,0.667,7,7,1.0,3,5,8,5,2,2,3,1,45,42.1,15.0,bridgmi01,SF
59,2023-02-15,26-169,BKN,,MIA,W (+11),1,36.0,17,24,0.708,4,6,0.667,7,7,1.0,3,5,8,5,2,2,3,1,45,42.1,15.0,bridgmi01,SF
59,2023-02-15,26-169,BKN,,MIA,W (+11),1,36.0,17,24,0.708,4,6,0.667,7,7,1.0,3,5,8,5,2,2,3,1,45,42.1,15.0,bridgmi01,SG
60,2023-02-24,26-178,BKN,@,CHI,L (-44),1,26.7,4,10,0.4,2,5,0.4,3,3,1.0,0,6,6,2,0,0,2,3,13,7.6,-33.0,bridgmi01,SF
60,2023-02-24,26-178,BKN,@,CHI,L (-44),1,26.7,4,10,0.4,2,5,0.4,3,3,1.0,0,6,6,2,0,0,2,3,13,7.6,-33.0,bridgmi01,SF
60,2023-02-24,26-178,BKN,@,CHI,L (-44),1,26.7,4,10,0.4,2,5,0.4,3,3,1.0,0,6,6,2,0,0,2,3,13,7.6,-33.0,bridgmi01,SG
61,2023-02-26,26-180,BKN,@,ATL,L (-2),1,37.9,8,16,0.5,2,6,0.333,6,6,1.0,0,5,5,3,2,2,0,2,24,22.2,7.0,bridgmi01,SF
61,2023-02-26,26-180,BKN,@,ATL,L (-2),1,37.9,8,16,0.5,2,6,0.333,6,6,1.0,0,5,5,3,2,2,0,2,24,22.2,7.0,bridgmi01,SF
61,2023-02-26,26-180,BKN,@,ATL,L (-2),1,37.9,8,16,0.5,2,6,0.333,6,6,1.0,0,5,5,3,2,2,0,2,24,22.2,7.0,bridgmi01,SG
62,2023-02-28,26-182,BKN,,MIL,L (-14),1,36.6,11,19,0.579,3,7,0.429,6,7,0.857,1,1,2,5,2,0,2,1,31,25.8,-4.0,bridgmi01,SF
62,2023-02-28,26-182,BKN,,MIL,L (-14),1,36.6,11,19,0.579,3,7,0.429,6,7,0.857,1,1,2,5,2,0,2,1,31,25.8,-4.0,bridgmi01,SF
62,2023-02-28,26-182,BKN,,MIL,L (-14),1,36.6,11,19,0.579,3,7,0.429,6,7,0.857,1,1,2,5,2,0,2,1,31,25.8,-4.0,bridgmi01,SG
63,2023-03-01,26-183,BKN,@,NYK,L (-24),1,29.6,6,13,0.462,1,2,0.5,8,8,1.0,2,1,3,3,1,0,1,2,21,17.3,-22.0,bridgmi01,SF
63,2023-03-01,26-183,BKN,@,NYK,L (-24),1,29.6,6,13,0.462,1,2,0.5,8,8,1.0,2,1,3,3,1,0,1,2,21,17.3,-22.0,bridgmi01,SF
63,2023-03-01,26-183,BKN,@,NYK,L (-24),1,29.6,6,13,0.462,1,2,0.5,8,8,1.0,2,1,3,3,1,0,1,2,21,17.3,-22.0,bridgmi01,SG
64,2023-03-03,26-185,BKN,@,BOS,W (+10),1,42.8,13,22,0.591,4,6,0.667,8,9,0.889,3,7,10,4,1,0,2,3,38,32.2,8.0,bridgmi01,SF
64,2023-03-03,26-185,BKN,@,BOS,W (+10),1,42.8,13,22,0.591,4,6,0.667,8,9,0.889,3,7,10,4,1,0,2,3,38,32.2,8.0,bridgmi01,SF
64,2023-03-03,26-185,BKN,@,BOS,W (+10),1,42.8,13,22,0.591,4,6,0.667,8,9,0.889,3,7,10,4,1,0,2,3,38,32.2,8.0,bridgmi01,SG
65,2023-03-05,26-187,BKN,,CHA,W (+16),1,41.0,12,21,0.571,2,4,0.5,7,8,0.875,1,7,8,2,0,1,0,1,33,27.2,14.0,bridgmi01,SF
65,2023-03-05,26-187,BKN,,CHA,W (+16),1,41.0,12,21,0.571,2,4,0.5,7,8,0.875,1,7,8,2,0,1,0,1,33,27.2,14.0,bridgmi01,SF
65,2023-03-05,26-187,BKN,,CHA,W (+16),1,41.0,12,21,0.571,2,4,0.5,7,8,0.875,1,7,8,2,0,1,0,1,33,27.2,14.0,bridgmi01,SG
66,2023-03-07,26-189,BKN,@,HOU,W (+22),1,36.0,9,20,0.45,4,10,0.4,8,8,1.0,0,0,0,5,1,2,1,2,30,23.7,11.0,bridgmi01,SF
66,2023-03-07,26-189,BKN,@,HOU,W (+22),1,36.0,9,20,0.45,4,10,0.4,8,8,1.0,0,0,0,5,1,2,1,2,30,23.7,11.0,bridgmi01,SF
66,2023-03-07,26-189,BKN,@,HOU,W (+22),1,36.0,9,20,0.45,4,10,0.4,8,8,1.0,0,0,0,5,1,2,1,2,30,23.7,11.0,bridgmi01,SG
67,2023-03-09,26-191,BKN,@,MIL,L (-5),1,12.0,4,13,0.308,2,3,0.667,0,0,,0,1,1,0,2,0,0,0,10,4.8,-17.0,bridgmi01,SF
67,2023-03-09,26-191,BKN,@,MIL,L (-5),1,12.0,4,13,0.308,2,3,0.667,0,0,,0,1,1,0,2,0,0,0,10,4.8,-17.0,bridgmi01,SF
67,2023-03-09,26-191,BKN,@,MIL,L (-5),1,12.0,4,13,0.308,2,3,0.667,0,0,,0,1,1,0,2,0,0,0,10,4.8,-17.0,bridgmi01,SG
68,2023-03-10,26-192,BKN,@,MIN,W (+1),1,46.5,13,24,0.542,4,8,0.5,4,6,0.667,0,6,6,1,0,0,4,2,34,19.3,-6.0,bridgmi01,SF
68,2023-03-10,26-192,BKN,@,MIN,W (+1),1,46.5,13,24,0.542,4,8,0.5,4,6,0.667,0,6,6,1,0,0,4,2,34,19.3,-6.0,bridgmi01,SF
68,2023-03-10,26-192,BKN,@,MIN,W (+1),1,46.5,13,24,0.542,4,8,0.5,4,6,0.667,0,6,6,1,0,0,4,2,34,19.3,-6.0,bridgmi01,SG
69,2023-03-12,26-194,BKN,@,DEN,W (+2),1,38.1,7,16,0.438,3,8,0.375,8,9,0.889,0,3,3,2,1,0,1,0,25,18.5,2.0,bridgmi01,SF
69,2023-03-12,26-194,BKN,@,DEN,W (+2),1,38.1,7,16,0.438,3,8,0.375,8,9,0.889,0,3,3,2,1,0,1,0,25,18.5,2.0,bridgmi01,SF
69,2023-03-12,26-194,BKN,@,DEN,W (+2),1,38.1,7,16,0.438,3,8,0.375,8,9,0.889,0,3,3,2,1,0,1,0,25,18.5,2.0,bridgmi01,SG
70,2023-03-14,26-196,BKN,@,OKC,L (-14),1,37.8,11,23,0.478,3,10,0.3,9,11,0.818,0,4,4,2,0,4,3,3,34,22.7,-12.0,bridgmi01,SF
70,2023-03-14,26-196,BKN,@,OKC,L (-14),1,37.8,11,23,0.478,3,10,0.3,9,11,0.818,0,4,4,2,0,4,3,3,34,22.7,-12.0,bridgmi01,SF
70,2023-03-14,26-196,BKN,@,OKC,L (-14),1,37.8,11,23,0.478,3,10,0.3,9,11,0.818,0,4,4,2,0,4,3,3,34,22.7,-12.0,bridgmi01,SG
71,2023-03-16,26-198,BKN,,SAC,L (-5),1,35.2,7,17,0.412,2,7,0.286,7,8,0.875,0,4,4,2,1,0,1,3,23,14.9,-9.0,bridgmi01,SF
71,2023-03-16,26-198,BKN,,SAC,L (-5),1,35.2,7,17,0.412,2,7,0.286,7,8,0.875,0,4,4,2,1,0,1,3,23,14.9,-9.0,bridgmi01,SF
71,2023-03-16,26-198,BKN,,SAC,L (-5),1,35.2,7,17,0.412,2,7,0.286,7,8,0.875,0,4,4,2,1,0,1,3,23,14.9,-9.0,bridgmi01,SG
72,2023-03-19,26-201,BKN,,DEN,L (-6),1,31.0,8,18,0.444,3,8,0.375,4,4,1.0,0,1,1,1,0,0,4,2,23,9.8,-16.0,bridgmi01,SF
72,2023-03-19,26-201,BKN,,DEN,L (-6),1,31.0,8,18,0.444,3,8,0.375,4,4,1.0,0,1,1,1,0,0,4,2,23,9.8,-16.0,bridgmi01,SF
72,2023-03-19,26-201,BKN,,DEN,L (-6),1,31.0,8,18,0.444,3,8,0.375,4,4,1.0,0,1,1,1,0,0,4,2,23,9.8,-16.0,bridgmi01,SG
73,2023-03-21,26-203,BKN,,CLE,L (-6),1,37.0,9,21,0.429,0,8,0.0,0,0,,1,3,4,1,0,0,2,0,18,7.2,-16.0,bridgmi01,SF
73,2023-03-21,26-203,BKN,,CLE,L (-6),1,37.0,9,21,0.429,0,8,0.0,0,0,,1,3,4,1,0,0,2,0,18,7.2,-16.0,bridgmi01,SF
73,2023-03-21,26-203,BKN,,CLE,L (-6),1,37.0,9,21,0.429,0,8,0.0,0,0,,1,3,4,1,0,0,2,0,18,7.2,-16.0,bridgmi01,SG
74,2023-03-23,26-205,BKN,,CLE,L (-2),1,34.0,11,19,0.579,2,7,0.286,8,8,1.0,1,5,6,1,0,0,1,3,32,23.8,-14.0,bridgmi01,SF
74,2023-03-23,26-205,BKN,,CLE,L (-2),1,34.0,11,19,0.579,2,7,0.286,8,8,1.0,1,5,6,1,0,0,1,3,32,23.8,-14.0,bridgmi01,SF
74,2023-03-23,26-205,BKN,,CLE,L (-2),1,34.0,11,19,0.579,2,7,0.286,8,8,1.0,1,5,6,1,0,0,1,3,32,23.8,-14.0,bridgmi01,SG
75,2023-03-25,26-207,BKN,@,MIA,W (+29),1,38.1,7,19,0.368,3,9,0.333,10,11,0.909,0,3,3,7,2,0,2,1,27,21.5,31.0,bridgmi01,SF
75,2023-03-25,26-207,BKN,@,MIA,W (+29),1,38.1,7,19,0.368,3,9,0.333,10,11,0.909,0,3,3,7,2,0,2,1,27,21.5,31.0,bridgmi01,SF
75,2023-03-25,26-207,BKN,@,MIA,W (+29),1,38.1,7,19,0.368,3,9,0.333,10,11,0.909,0,3,3,7,2,0,2,1,27,21.5,31.0,bridgmi01,SG
76,2023-03-26,26-208,BKN,@,ORL,L (-13),1,34.4,13,22,0.591,6,9,0.667,12,12,1.0,1,5,6,1,1,1,2,1,44,36.0,-11.0,bridgmi01,SF
76,2023-03-26,26-208,BKN,@,ORL,L (-13),1,34.4,13,22,0.591,6,9,0.667,12,12,1.0,1,5,6,1,1,1,2,1,44,36.0,-11.0,bridgmi01,SF
76,2023-03-26,26-208,BKN,@,ORL,L (-13),1,34.4,13,22,0.591,6,9,0.667,12,12,1.0,1,5,6,1,1,1,2,1,44,36.0,-11.0,bridgmi01,SG
77,2023-03-29,26-211,BKN,,HOU,W (+9),1,40.4,8,17,0.471,4,6,0.667,7,8,0.875,2,4,6,6,0,1,3,3,27,21.2,14.0,bridgmi01,SF
77,2023-03-29,26-211,BKN,,HOU,W (+9),1,40.4,8,17,0.471,4,6,0.667,7,8,0.875,2,4,6,6,0,1,3,3,27,21.2,14.0,bridgmi01,SF
77,2023-03-29,26-211,BKN,,HOU,W (+9),1,40.4,8,17,0.471,4,6,0.667,7,8,0.875,2,4,6,6,0,1,3,3,27,21.2,14.0,bridgmi01,SG
78,2023-03-31,26-213,BKN,,ATL,W (+17),1,35.7,16,24,0.667,5,8,0.625,5,5,1.0,3,1,4,3,1,0,3,1,42,33.7,30.0,bridgmi01,SF
78,2023-03-31,26-213,BKN,,ATL,W (+17),1,35.7,16,24,0.667,5,8,0.625,5,5,1.0,3,1,4,3,1,0,3,1,42,33.7,30.0,bridgmi01,SF
78,2023-03-31,26-213,BKN,,ATL,W (+17),1,35.7,16,24,0.667,5,8,0.625,5,5,1.0,3,1,4,3,1,0,3,1,42,33.7,30.0,bridgmi01,SG
79,2023-04-02,26-215,BKN,,UTA,W (+1),1,38.9,9,25,0.36,1,8,0.125,11,13,0.846,0,7,7,2,3,0,1,2,30,20.0,8.0,bridgmi01,SF
79,2023-04-02,26-215,BKN,,UTA,W (+1),1,38.9,9,25,0.36,1,8,0.125,11,13,0.846,0,7,7,2,3,0,1,2,30,20.0,8.0,bridgmi01,SF
79,2023-04-02,26-215,BKN,,UTA,W (+1),1,38.9,9,25,0.36,1,8,0.125,11,13,0.846,0,7,7,2,3,0,1,2,30,20.0,8.0,bridgmi01,SG
80,2023-04-04,26-217,BKN,,MIN,L (-5),1,40.0,9,24,0.375,1,5,0.2,5,6,0.833,0,5,5,2,2,1,3,2,24,12.2,-9.0,bridgmi01,SF
80,2023-04-04,26-217,BKN,,MIN,L (-5),1,40.0,9,24,0.375,1,5,0.2,5,6,0.833,0,5,5,2,2,1,3,2,24,12.2,-9.0,bridgmi01,SF
80,2023-04-04,26-217,BKN,,MIN,L (-5),1,40.0,9,24,0.375,1,5,0.2,5,6,0.833,0,5,5,2,2,1,3,2,24,12.2,-9.0,bridgmi01,SG
81,2023-04-05,26-218,BKN,@,DET,W (+15),1,37.5,10,26,0.385,2,11,0.182,4,5,0.8,1,2,3,6,0,1,1,0,26,16.6,25.0,bridgmi01,SF
81,2023-04-05,26-218,BKN,@,DET,W (+15),1,37.5,10,26,0.385,2,11,0.182,4,5,0.8,1,2,3,6,0,1,1,0,26,16.6,25.0,bridgmi01,SF
81,2023-04-05,26-218,BKN,@,DET,W (+15),1,37.5,10,26,0.385,2,11,0.182,4,5,0.8,1,2,3,6,0,1,1,0,26,16.6,25.0,bridgmi01,SG
82,2023-04-07,26-220,BKN,,ORL,W (+17),1,36.8,7,24,0.292,1,12,0.083,7,9,0.778,0,5,5,2,2,0,3,1,22,8.7,14.0,bridgmi01,SF
82,2023-04-07,26-220,BKN,,ORL,W (+17),1,36.8,7,24,0.292,1,12,0.083,7,9,0.778,0,5,5,2,2,0,3,1,22,8.7,14.0,bridgmi01,SF
82,2023-04-07,26-220,BKN,,ORL,W (+17),1,36.8,7,24,0.292,1,12,0.083,7,9,0.778,0,5,5,2,2,0,3,1,22,8.7,14.0,bridgmi01,SG
83,2023-04-09,26-222,BKN,,PHI,L (-29),1,0.1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,0.0,bridgmi01,SF
83,2023-04-09,26-222,BKN,,PHI,L (-29),1,0.1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,0.0,bridgmi01,SF
83,2023-04-09,26-222,BKN,,PHI,L (-29),1,0.1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,0.0,bridgmi01,SG
1,2022-10-19,24-121,IND,,WAS,L (-7),0,14.3,1,4,0.25,1,2,0.5,0,0,,0,0,0,0,0,0,1,1,3,-0.8,-8.0,brissos01,PF
2,2022-10-24,24-126,IND,@,PHI,L (-14),0,6.8,0,2,0.0,0,2,0.0,0,0,,1,2,3,0,0,0,1,0,0,-1.1,-3.0,brissos01,PF
3,2022-10-29,24-131,IND,@,BKN,W (+9),0,2.7,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-8.0,brissos01,PF
4,2022-10-31,24-133,IND,@,BKN,L (-7),0,3.6,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-9.0,brissos01,PF
5,2022-11-04,24-137,IND,,MIA,W (+2),0,11.9,0,2,0.0,0,2,0.0,1,2,0.5,1,1,2,2,1,0,0,0,1,2.6,6.0,brissos01,PF
6,2022-11-09,24-142,IND,,DEN,L (-3),0,11.8,1,2,0.5,0,0,,0,0,,1,2,3,0,0,0,0,0,2,2.3,21.0,brissos01,PF
7,2022-11-12,24-145,IND,,TOR,W (+14),0,14.8,3,6,0.5,0,3,0.0,2,2,1.0,1,2,3,0,0,0,2,0,8,4.3,3.0,brissos01,PF
8,2022-11-16,24-149,IND,@,CHA,W (+12),0,20.7,2,2,1.0,2,2,1.0,2,2,1.0,1,1,2,1,1,0,0,2,8,9.3,-1.0,brissos01,PF
9,2022-11-18,24-151,IND,@,HOU,W (+8),0,17.6,5,7,0.714,4,6,0.667,0,0,,0,0,0,0,1,0,0,4,14,10.5,5.0,brissos01,PF
10,2022-11-19,24-152,IND,,ORL,W (+1),0,19.9,2,7,0.286,1,3,0.333,0,0,,0,4,4,0,0,0,1,0,5,1.1,-6.0,brissos01,PF
11,2022-11-21,24-154,IND,,ORL,W (+21),0,26.7,5,9,0.556,4,7,0.571,4,5,0.8,1,2,3,1,2,0,0,1,18,16.9,19.0,brissos01,PF
12,2022-11-23,24-156,IND,,MIN,L (-14),0,19.7,2,7,0.286,1,5,0.2,0,2,0.0,1,3,4,0,2,0,0,2,5,2.9,0.0,brissos01,PF
13,2022-11-25,24-158,IND,,BKN,W (+11),0,11.8,1,3,0.333,0,1,0.0,0,0,,1,3,4,0,1,0,0,1,2,2.5,-8.0,brissos01,PF
14,2022-11-27,24-160,IND,@,LAC,L (-14),0,22.8,0,3,0.0,0,3,0.0,1,2,0.5,2,3,5,1,1,2,0,2,1,3.1,-6.0,brissos01,PF
15,2022-11-28,24-161,IND,@,LAL,W (+1),0,8.3,0,2,0.0,0,1,0.0,0,0,,1,1,2,1,0,0,0,1,0,-0.1,-3.0,brissos01,PF
16,2022-11-30,24-163,IND,@,SAC,L (-23),0,15.1,2,4,0.5,0,1,0.0,4,5,0.8,0,5,5,0,1,0,1,1,8,6.7,-6.0,brissos01,PF
17,2022-12-02,24-165,IND,@,UTA,L (-20),0,14.8,2,4,0.5,0,0,,7,8,0.875,1,1,2,1,1,1,1,2,11,10.2,5.0,brissos01,PF
18,2022-12-04,24-167,IND,@,POR,L (-16),0,26.9,2,3,0.667,1,2,0.5,0,0,,0,5,5,2,2,0,1,2,5,6.8,-4.0,brissos01,PF
19,2022-12-05,24-168,IND,@,GSW,W (+8),0,31.5,5,9,0.556,3,6,0.5,1,2,0.5,2,6,8,2,1,1,1,2,14,13.8,7.0,brissos01,PF
20,2022-12-07,24-170,IND,@,MIN,L (-6),0,6.9,0,1,0.0,0,1,0.0,2,4,0.5,0,4,4,0,1,0,0,0,2,2.7,-6.0,brissos01,PF
21,2022-12-09,24-172,IND,,WAS,W (+10),0,25.8,3,7,0.429,3,6,0.5,7,8,0.875,3,5,8,0,0,0,0,2,16,14.7,13.0,brissos01,PF
22,2022-12-10,24-173,IND,,BKN,L (-3),0,19.2,4,7,0.571,3,5,0.6,3,5,0.6,0,3,3,0,0,0,1,6,14,7.4,-1.0,brissos01,PF
23,2022-12-12,24-175,IND,,MIA,L (-5),0,15.1,0,5,0.0,0,2,0.0,0,0,,1,2,3,0,0,0,1,2,0,-4.0,-10.0,brissos01,PF
24,2022-12-14,24-177,IND,,GSW,W (+6),0,20.3,4,8,0.5,0,2,0.0,3,4,0.75,0,2,2,0,3,1,1,2,11,9.1,15.0,brissos01,PF
25,2022-12-16,24-179,IND,@,CLE,L (-6),0,13.8,1,2,0.5,1,2,0.5,2,2,1.0,0,1,1,0,0,0,1,0,5,3.3,1.0,brissos01,PF
26,2022-12-18,24-181,IND,,NYK,L (-3),0,3.3,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,0,1,1,0.2,-10.0,brissos01,PF
27,2022-12-21,24-184,IND,@,BOS,W (+5),0,17.0,3,5,0.6,1,2,0.5,1,2,0.5,2,3,5,0,1,0,2,1,8,6.2,2.0,brissos01,PF
28,2022-12-23,24-186,IND,@,MIA,W (+3),0,26.4,2,6,0.333,0,2,0.0,2,5,0.4,2,4,6,2,0,0,1,1,6,4.0,-14.0,brissos01,PF
29,2022-12-26,24-189,IND,@,NOP,L (-20),0,12.1,1,4,0.25,0,2,0.0,0,2,0.0,0,3,3,0,1,0,0,0,2,0.7,-1.0,brissos01,PF
30,2022-12-27,24-190,IND,,ATL,W (+15),0,19.5,5,6,0.833,2,3,0.667,4,6,0.667,0,5,5,1,0,0,2,1,16,12.8,28.0,brissos01,PF
31,2022-12-29,24-192,IND,,CLE,W (+9),0,13.7,2,6,0.333,1,3,0.333,2,2,1.0,1,3,4,2,1,0,0,2,7,6.8,-3.0,brissos01,PF
32,2022-12-31,24-194,IND,,LAC,W (+1),0,6.6,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-3.0,brissos01,PF
33,2023-01-02,24-196,IND,,TOR,W (+8),0,16.3,2,8,0.25,1,2,0.5,0,0,,2,0,2,0,1,0,0,2,5,1.8,9.0,brissos01,PF
34,2023-01-04,24-198,IND,@,PHI,L (-3),0,12.7,1,3,0.333,0,1,0.0,1,3,0.333,0,1,1,0,0,1,0,0,3,1.5,-3.0,brissos01,PF
35,2023-01-06,24-200,IND,,POR,W (+9),0,20.2,2,4,0.5,1,1,1.0,0,0,,1,3,4,0,0,0,0,2,5,3.8,0.0,brissos01,PF
36,2023-01-08,24-202,IND,,CHA,W (+5),0,23.0,2,6,0.333,1,4,0.25,0,0,,3,7,10,0,1,0,2,2,5,4.0,-10.0,brissos01,PF
37,2023-01-13,24-207,IND,,ATL,L (-2),0,31.1,7,12,0.583,0,3,0.0,3,3,1.0,5,5,10,1,1,0,0,2,17,17.3,3.0,brissos01,PF
38,2023-01-14,24-208,IND,,MEM,L (-18),0,18.7,0,6,0.0,0,5,0.0,3,4,0.75,0,1,1,0,0,0,0,1,3,-1.7,-5.0,brissos01,PF
39,2023-01-16,24-210,IND,@,MIL,L (-13),0,17.3,2,2,1.0,1,1,1.0,0,0,,1,6,7,1,0,1,0,1,5,7.9,7.0,brissos01,PF
40,2023-01-18,24-212,IND,@,OKC,L (-20),0,22.2,1,11,0.091,1,6,0.167,2,2,1.0,4,2,6,3,1,1,1,0,5,3.9,-3.0,brissos01,PF
41,2023-01-20,24-214,IND,@,DEN,L (-23),1,15.6,1,5,0.2,0,2,0.0,0,0,,0,1,1,2,0,0,0,0,2,0.6,-2.0,brissos01,PF
42,2023-01-21,24-215,IND,@,PHO,L (-5),0,12.0,1,4,0.25,1,3,0.333,2,2,1.0,1,1,2,1,1,0,0,1,5,4.9,-11.0,brissos01,PF
43,2023-01-25,24-219,IND,@,ORL,L (-6),0,18.6,2,4,0.5,1,1,1.0,0,0,,0,3,3,1,0,0,0,3,5,3.4,12.0,brissos01,PF
44,2023-01-27,24-221,IND,,MIL,L (-10),0,12.0,0,2,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,0,4,0,-2.4,-11.0,brissos01,PF
45,2023-01-29,24-223,IND,@,MEM,L (-12),0,18.0,2,3,0.667,1,2,0.5,0,0,,2,2,4,0,1,0,0,2,5,5.9,2.0,brissos01,PF
46,2023-02-02,24-227,IND,,LAL,L (-1),0,9.4,0,3,0.0,0,2,0.0,0,0,,1,4,5,0,0,0,0,2,0,-1.0,-11.0,brissos01,PF
47,2023-02-03,24-228,IND,,SAC,W (+3),0,12.6,2,5,0.4,2,3,0.667,0,0,,0,2,2,0,1,0,0,2,6,4.1,-11.0,brissos01,PF
48,2023-02-05,24-230,IND,,CLE,L (-19),0,17.8,1,6,0.167,0,2,0.0,1,2,0.5,1,2,3,1,0,0,0,0,3,0.8,5.0,brissos01,PF
49,2023-02-11,24-236,IND,@,WAS,L (-14),0,6.6,1,1,1.0,1,1,1.0,0,0,,0,3,3,0,0,0,0,0,3,3.6,5.0,brissos01,PF
50,2023-03-05,24-258,IND,@,CHI,W (+3),0,18.5,4,7,0.571,2,5,0.4,0,0,,1,1,2,1,0,0,0,2,10,7.6,10.0,brissos01,PF
51,2023-03-06,24-259,IND,,PHI,L (-4),0,13.2,3,4,0.75,1,2,0.5,1,1,1.0,1,1,2,1,0,0,0,1,8,7.7,-13.0,brissos01,PF
52,2023-03-11,24-264,IND,@,DET,W (+6),0,19.4,3,5,0.6,0,1,0.0,5,6,0.833,3,4,7,1,0,1,0,0,11,13.0,11.0,brissos01,PF
53,2023-03-13,24-266,IND,@,DET,L (-20),0,27.9,3,8,0.375,0,2,0.0,3,4,0.75,1,3,4,1,1,1,1,1,9,6.8,-22.0,brissos01,PF
54,2023-03-16,24-269,IND,@,MIL,W (+16),0,11.3,1,5,0.2,0,3,0.0,0,2,0.0,0,2,2,0,0,0,0,1,2,-1.7,1.0,brissos01,PF
55,2023-03-18,24-271,IND,,PHI,L (-20),0,19.3,3,8,0.375,0,2,0.0,3,3,1.0,2,1,3,3,0,1,0,0,9,9.1,4.0,brissos01,PF
56,2023-03-20,24-273,IND,@,CHA,L (-6),0,20.5,2,6,0.333,1,3,0.333,3,4,0.75,0,4,4,0,0,0,2,1,8,3.0,0.0,brissos01,PF
57,2023-03-22,24-275,IND,@,TOR,W (+4),1,23.5,4,8,0.5,1,1,1.0,0,0,,2,4,6,1,0,0,2,1,9,5.9,-1.0,brissos01,PF
58,2023-03-24,24-277,IND,@,BOS,L (-25),0,7.4,2,3,0.667,1,1,1.0,1,3,0.333,1,0,1,0,1,0,0,0,6,5.6,1.0,brissos01,PF
